facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,137,5.8,4,8.4,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,538,1,0.7,1.3,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,204,13.9,11.5,16.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,38,10.2,7.4,14.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,108,17.8,14.6,21.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,225,19.3,16.3,22.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,257,15,12.5,17.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,141,-11.7,-27.1,7.7,117,32,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,172,36.9,20.7,54.5,161,43,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,1115,16.2,14.9,17.6,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,649,12.1,9.2,16,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,29,10.6,7.3,15.1,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,29,5.7,3.7,8.9,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,153,1,0.7,1.4,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,49,13.7,11.0,17.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,56,17.7,14.5,21.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,141,19.7,16.7,23.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,57,4.9,3.1,8.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,172,16.8,14.0,20.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,75,14.5,-4.4,38.2,74,20,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,258,17.6,3.2,33.2,214,69,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,323,15.9,3.7,29.3,280,77,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,1440,15.3,14.1,16.5,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,763,13.7,10.4,18.1,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,28,10,6.5,15.2,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,28,5.1,3.1,8.2,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,477,0.9,0.7,1.2,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,75,13.6,10.9,16.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,114,17.5,14.7,20.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,258,21.2,18.2,24.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,62,5.3,3.2,8.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,323,15.5,13.1,18.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,54,15.6,-9.4,44.9,53,19,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,109,19.7,-1.5,43.9,97,32,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,271,9.1,-3.9,23.1,239,75,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),Worse Than the National Rate,610,17,15.4,18.7,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2022,12/31/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,54,13.9,11.0,17.1,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,35,18.1,14.8,21.8,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,109,20.5,16.9,24.6,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,26,4.4,2.7,7.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,271,17.4,14.7,20.6,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,72,41.2,18.9,66.8,72,29,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,69,-63,-79,-41.6,64,17,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,65,-8.3,-27.5,15.9,62,19,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,331,14.6,13.1,16.1,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,748,11.8,8.8,15.7,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,273,1.1,0.8,1.5,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,72,14.9,11.9,18.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,25,17.5,14.4,21.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,69,18.6,15.3,22.5,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,65,15.4,12.5,18.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,116,37.1,18.6,58.5,113,25,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,394,-9.9,-20.5,2.3,334,121,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,364,-8.8,-18.3,1.9,318,82,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,1865,14.3,13.3,15.5,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,784,11.7,8.8,15.3,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,320,1,0.7,1.3,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,116,12.9,10.5,15.8,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,7,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,106,17.8,14.9,21.1,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,394,19.1,16.6,22.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,364,15.3,13.1,17.8,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,86,11.1,-11.3,37.6,79,27,,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,151,51.8,33.1,71.9,135,44,,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,592,16.2,14.7,17.9,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,411,12.9,9.7,17.5,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,31,10.6,7.3,14.9,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,31,5.4,3.4,8.4,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,65,1.2,0.8,1.7,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1200,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,37,19.3,15.8,23.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
