cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_02_OBSERVED,Gaps in nursing visits (% elections),45.6,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_02_PERCENTILE,Gaps in nursing visits (% elections),41,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_03_DENOMINATOR,Early live discharges (% live discharges),39,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_03_OBSERVED,Early live discharges (% live discharges),0,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_03_PERCENTILE,Early live discharges (% live discharges),19,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_04_DENOMINATOR,Late live discharges (% live discharges),39,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_04_OBSERVED,Late live discharges (% live discharges),43.6,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_04_PERCENTILE,Late live discharges (% live discharges),69,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_05_DENOMINATOR,"Burdensome transitions, Type 1(% live discharges)",39,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",15.4,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",84,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",39,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",2.6,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",70,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_07_DENOMINATOR,Per-beneficiary spending (U.S. dollars $),200,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_07_OBSERVED,Per-beneficiary spending (U.S. dollars $),"16,308",,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_07_PERCENTILE,Per-beneficiary spending (U.S. dollars $),41,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_08_DENOMINATOR,Nurse care minutes per routine home care days (minutes),"18,337",,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_08_OBSERVED,Nurse care minutes per routine home care days (minutes),19,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_08_PERCENTILE,Nurse care minutes per routine home care days (minutes),93,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_09_DENOMINATOR,Skilled nursing minutes on weekends (% minutes),"348,255",,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_09_OBSERVED,Skilled nursing minutes on weekends (% minutes),13.4,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_09_PERCENTILE,Skilled nursing minutes on weekends (% minutes),84,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_10_DENOMINATOR,Visits near death (% decedents),134,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_10_OBSERVED,Visits near death (% decedents),96.3,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,H_012_10_PERCENTILE,Visits near death (% decedents),73,,01/01/2023-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Average_Daily_Census,Average Daily Census,33,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Provided_Home_Care_and_other,Provided Routine Home Care and other levels of care,Yes,,01/01/2022-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Provided_Home_Care_only,Provided Routine Home Care only,No,,01/01/2022-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_Cancer,Percent of Patients with Cancer,18,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_Dementia,Percent of Patients with Dementia,21,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_Stroke,Percent of Patients with Stroke,Not Available,13,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_Circ_Heart_Disease,Percent of Patients with Circulatory/heart disease,24,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_Resp_Disease,Percent of Patients with Respiratory disease,11,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,30,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Home,Care Provided in Home,66,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,14,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,20,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,0,14,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,Not Available,13,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Care_Provided_other_locations,Care Provided in All other locations,Not Available,13,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2024-12/31/2024
261649,AMEDISYS HOSPICE,"6601 WINCHESTER, SUITE 230",,KANSAS CITY,MO,64133,Jackson,(816) 478-8900,7,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_001_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_001_01_OBSERVED,Hospice and Palliative Care Treatment Preferences,100,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_002_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_002_01_OBSERVED,Beliefs & Values Addressed (if desired by the patient),97.8,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_003_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_003_01_OBSERVED,Hospice and Palliative Care Pain Screening,99.3,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_004_01_DENOMINATOR,,69,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_004_01_OBSERVED,Hospice and Palliative Care Pain Assessment,98.6,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_005_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_005_01_OBSERVED,Hospice and Palliative Care Dyspnea Screening,98.5,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_006_01_DENOMINATOR,,83,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_006_01_OBSERVED,Hospice and Palliative Care Dyspnea Treatment,98.8,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_007_01_DENOMINATOR,,19,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_007_01_OBSERVED,Patient Treated with an Opioid Who Are Given a Bowel Regimen,Not Available,1,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_008_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_008_01_OBSERVED,Hospice and Palliative Care Composite Process Measure,94.8,,07/01/2024-06/30/2025
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_011_01_DENOMINATOR,Hospice Visits in the Last Days of Life,130,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_011_01_OBSERVED,Hospice Visits in the Last Days of Life,73.1,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_00_OBSERVED,Hospice Care Index Overall Score,7,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_01_DENOMINATOR,CHC/GIP provided (% days),"48,780",,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_01_OBSERVED,CHC/GIP provided (% days),0,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_01_PERCENTILE,CHC/GIP provided (% days),52,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_02_DENOMINATOR,Gaps in nursing visits (% elections),252,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_02_OBSERVED,Gaps in nursing visits (% elections),23.4,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_02_PERCENTILE,Gaps in nursing visits (% elections),14,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_03_DENOMINATOR,Early live discharges (% live discharges),100,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_03_OBSERVED,Early live discharges (% live discharges),3,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_03_PERCENTILE,Early live discharges (% live discharges),27,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_04_DENOMINATOR,Late live discharges (% live discharges),100,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_04_OBSERVED,Late live discharges (% live discharges),39,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_04_PERCENTILE,Late live discharges (% live discharges),56,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_05_DENOMINATOR,"Burdensome transitions, Type 1(% live discharges)",100,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",18,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",90,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",100,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",3,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",75,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_07_DENOMINATOR,Per-beneficiary spending (U.S. dollars $),284,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_07_OBSERVED,Per-beneficiary spending (U.S. dollars $),"28,787",,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_07_PERCENTILE,Per-beneficiary spending (U.S. dollars $),90,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_08_DENOMINATOR,Nurse care minutes per routine home care days (minutes),"48,482",,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_08_OBSERVED,Nurse care minutes per routine home care days (minutes),14.8,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_08_PERCENTILE,Nurse care minutes per routine home care days (minutes),74,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_09_DENOMINATOR,Skilled nursing minutes on weekends (% minutes),"715,305",,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_09_OBSERVED,Skilled nursing minutes on weekends (% minutes),5,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_09_PERCENTILE,Skilled nursing minutes on weekends (% minutes),15,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_10_DENOMINATOR,Visits near death (% decedents),161,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_10_OBSERVED,Visits near death (% decedents),95.7,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,H_012_10_PERCENTILE,Visits near death (% decedents),67,,01/01/2023-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Average_Daily_Census,Average Daily Census,74,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Provided_Home_Care_and_other,Provided Routine Home Care and other levels of care,Yes,,01/01/2022-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Provided_Home_Care_only,Provided Routine Home Care only,No,,01/01/2022-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_Cancer,Percent of Patients with Cancer,10,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_Dementia,Percent of Patients with Dementia,24,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_Stroke,Percent of Patients with Stroke,Not Available,13,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_Circ_Heart_Disease,Percent of Patients with Circulatory/heart disease,40,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_Resp_Disease,Percent of Patients with Respiratory disease,12,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,15,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Home,Care Provided in Home,74,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,13,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,13,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,0,14,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,0,14,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Care_Provided_other_locations,Care Provided in All other locations,0,14,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2024-12/31/2024
261653,INTERIM HEALTHCARE OF KANSAS CITY,"3131 ROUTE 291, SUITE C",,INDEPENDENCE,MO,64057,Jackson,(913) 381-3100,7,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2024-12/31/2024
261654,HCA MIDWEST HOSPICE & FAMILY CARE ,"19550 E 39TH STREET S, STE 322",,INDEPENDENCE,MO,64057,Jackson,(816) 943-4015,7,H_001_01_DENOMINATOR,,96,,07/01/2024-06/30/2025
261654,HCA MIDWEST HOSPICE & FAMILY CARE ,"19550 E 39TH STREET S, STE 322",,INDEPENDENCE,MO,64057,Jackson,(816) 943-4015,7,H_001_01_OBSERVED,Hospice and Palliative Care Treatment Preferences,99,,07/01/2024-06/30/2025
261654,HCA MIDWEST HOSPICE & FAMILY CARE ,"19550 E 39TH STREET S, STE 322",,INDEPENDENCE,MO,64057,Jackson,(816) 943-4015,7,H_002_01_DENOMINATOR,,96,,07/01/2024-06/30/2025
